[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=0) = 0.0
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=1) = -2.0000000000000004
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=2) = -4.000000000000001
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=3) = -4.000000000000001
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=4) = -4.000000000000001
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=5) = -4.000000000000001
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=6) = -4.0
[2025-10-05 22:36:57] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 1) = -0.219970703125
[2025-10-05 22:36:59] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 35) = 0.046142578125
[2025-10-05 22:36:59] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 30) = 0.841064453125
[2025-10-05 22:36:59] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 34) = -0.239990234375
[2025-10-05 22:36:59] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 36) = 0.98193359375
[2025-10-05 22:36:59] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 34) = 0.074951171875
[2025-10-05 22:36:59] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 34) = 0.45166015625
[2025-10-05 22:36:59] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 30) = 0.27734375
[2025-10-05 22:36:59] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 36) = 0.046875
[2025-10-05 22:36:59] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 35) = -0.094970703125
[2025-10-05 22:36:59] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 31) = 0.18212890625
[2025-10-05 22:36:59] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 37) = 0.152587890625
[2025-10-05 22:36:59] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 31) = -0.351318359375
[2025-10-05 22:36:59] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 37) = -0.012451171875
[2025-10-05 22:36:59] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 35) = 0.010498046875
[2025-10-05 22:36:59] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 35) = -0.1767578125
[2025-10-05 22:36:59] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 32) = 0.5693359375
[2025-10-05 22:36:59] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 36) = -0.3798828125
[2025-10-05 22:36:59] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 38) = -0.159423828125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 36) = -0.24658203125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 38) = 0.00927734375
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 36) = 0.48779296875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 32) = 0.00634765625
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 33) = 0.399169921875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 39) = 0.24267578125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 37) = 0.031982421875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 37) = -0.23828125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 39) = -0.04638671875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 37) = 0.076416015625
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 33) = -0.560791015625
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 38) = 0.08447265625
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 38) = -0.068115234375
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 34) = 0.158203125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 40) = 0.146728515625
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 40) = -0.000244140625
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 38) = -0.3564453125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 39) = 0.309814453125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 39) = 0.492919921875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 34) = 0.12060546875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 35) = 0.63134765625
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 41) = 0.358154296875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 41) = 0.04052734375
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 39) = -0.10400390625
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 40) = 0.2763671875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 35) = -0.642333984375
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 40) = 0.00341796875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 42) = 0.02734375
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 36) = 0.042236328125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 42) = 0.5810546875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 40) = 0.680419921875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 41) = -0.296142578125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 41) = -0.135986328125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 43) = -0.249755859375
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 43) = -0.00927734375
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 37) = 0.26220703125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 36) = 0.42333984375
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 41) = 0.170166015625
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 42) = 0.250244140625
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 44) = -0.018798828125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 42) = -0.404052734375
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 44) = -0.1435546875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 38) = -0.249755859375
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 37) = -0.40234375
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 42) = 0.311767578125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 45) = 0.192138671875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 43) = -0.338623046875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 45) = -0.024658203125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 43) = 0.58740234375
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 39) = 0.803955078125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 38) = 0.035400390625
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 43) = 0.033447265625
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 44) = -0.10888671875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 46) = 0.364013671875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 44) = 0.180419921875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 46) = -0.00439453125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 40) = -0.32421875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 45) = 0.076171875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 44) = -0.308349609375
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 39) = -0.145751953125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 47) = 1.24365234375
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 45) = 0.27783203125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 47) = 0.02978515625
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 41) = -0.51318359375
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 45) = 0.45263671875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 46) = 0.217529296875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 48) = -0.07080078125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 48) = 0.03076171875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 40) = 0.84130859375
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 46) = 0.011474609375
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 42) = 0.111572265625
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 46) = 0.04443359375
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 49) = 0.5615234375
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 47) = -0.555908203125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 41) = 0.076171875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 49) = -0.00830078125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 47) = 0.05322265625
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 43) = 0.477783203125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 47) = 0.5400390625
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 50) = -0.35498046875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 50) = -0.027099609375
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 48) = 0.213134765625
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 42) = -0.733154296875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 48) = 0.126708984375
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 44) = -0.2392578125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 51) = 0.744140625
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 51) = 0.05029296875
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 48) = 0.099853515625
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 49) = -0.561767578125
[2025-10-05 22:37:00] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 49) = -0.133544921875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 43) = -0.576416015625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 52) = 0.015380859375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 45) = 0.4306640625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 52) = 0.211181640625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 49) = 0.021484375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 50) = -0.113037109375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 50) = 0.07861328125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 53) = 0.105224609375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 44) = 0.045166015625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 53) = -0.1533203125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 46) = 0.6904296875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 50) = 0.25
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 51) = -0.248046875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 51) = -0.35400390625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 54) = 0.016357421875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 54) = -0.0244140625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 45) = -0.47900390625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 47) = 0.19970703125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 51) = -0.313720703125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 52) = -0.076416015625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 52) = 0.10302734375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 55) = -0.0390625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 48) = 1.049072265625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 55) = 0.098388671875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 46) = 0.54150390625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 52) = -0.17822265625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 53) = 0.410888671875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 53) = -0.588623046875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 56) = 0.0
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 49) = -0.29638671875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 47) = 0.15576171875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 53) = 0.41357421875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 56) = 0.095947265625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 54) = 0.010986328125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 57) = 0.050537109375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 54) = 0.412841796875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 50) = 0.347412109375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 57) = -0.107666015625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 48) = -0.665771484375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 55) = 0.28369140625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 54) = 0.2001953125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 55) = -0.133056640625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 58) = 0.010498046875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 58) = -0.157470703125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 51) = -0.751708984375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 49) = -0.567138671875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 56) = 0.017333984375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 55) = 0.1455078125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 56) = -0.09423828125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 59) = -0.01416015625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 59) = -0.03564453125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 52) = 0.2890625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 50) = 0.145263671875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 57) = -0.522216796875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 56) = 0.2255859375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 57) = 0.3740234375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 60) = -0.203125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 60) = -0.0849609375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 53) = -0.225830078125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 51) = 0.429443359375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 58) = -0.0263671875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 58) = -0.2021484375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 57) = 0.65771484375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 61) = -0.01513671875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 61) = -0.0625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 59) = -0.566650390625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 54) = -0.25
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 52) = -0.916015625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 59) = 0.1142578125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 58) = -0.15478515625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 62) = -0.63427734375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 62) = -0.0146484375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 53) = -0.037841796875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 63) = -0.2353515625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 59) = 0.172607421875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 55) = -0.15283203125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 60) = -0.1201171875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 60) = -0.19970703125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 63) = 0.000244140625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 61) = -0.60498046875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 60) = 0.162353515625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 64) = 0.016845703125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 56) = 0.0546875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 61) = -0.060302734375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 54) = 0.72021484375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 64) = -0.967529296875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 62) = 0.215087890625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 62) = -0.5859375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 61) = 0.39794921875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 57) = -0.159423828125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 65) = -0.1015625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 55) = 0.01220703125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 65) = -0.979736328125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 63) = 0.200439453125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 63) = -0.513916015625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 66) = 0.001220703125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 56) = -0.6611328125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 66) = -0.923828125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 58) = 0.433837890625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 62) = -0.622802734375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 64) = -0.55078125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 64) = 0.320068359375
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 59) = 0.2822265625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 67) = -0.44091796875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 57) = -0.976806640625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 67) = 0.013671875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 63) = 0.4404296875
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 65) = -0.607666015625
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 68) = -0.022705078125
[2025-10-05 22:37:01] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 65) = 0.098388671875
[2025-10-05 22:37:02] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 60) = -0.19677734375
[2025-10-05 22:37:02] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 68) = -0.612548828125
[2025-10-05 22:37:02] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 58) = -0.376708984375
[2025-10-05 22:37:02] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 66) = -0.26416015625
[2025-10-05 22:37:02] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 64) = 0.072998046875
[2025-10-05 22:37:02] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 66) = 0.198974609375
[2025-10-05 22:37:02] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 69) = -0.00830078125
[2025-10-05 22:37:02] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 69) = -0.8935546875
[2025-10-05 22:37:02] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 59) = 0.215576171875
[2025-10-05 22:37:02] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 67) = -0.3603515625
[2025-10-05 22:37:02] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 61) = 0.228759765625
[2025-10-05 22:37:02] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 65) = -0.641357421875
[2025-10-05 22:37:02] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 67) = 0.010009765625
